A,B,C,D,E,F,G,H,I,J,K
79,95,100,319,97,2,98,4983,79,48,48
77,90,100,4,100,0,97,6201,77,0,0
79,95,100,63,100,0,98,5486,80,0,0
77,92,100,195,100,0,96,8320,52,120,120
80,93,100,0,100,0,96,8912,25,0,0
79,94,100,13,100,0,57,85303,79,0,0
73,94,100,1129,94,5,92,16696,77,5,5
79,98,100,17,98,1,76,48194,79,0,0
73,97,100,19,98,1,88,25117,52,5,5
80,94,100,3,100,0,100,969,80,0,0
73,89,100,543,98,1,95,9884,81,0,0
81,89,100,37,99,0,97,6408,81,1,1
82,98,100,0,100,0,97,6695,82,0,0
75,94,100,0,100,0,91,18813,75,96,96
82,89,100,0,100,0,96,8192,82,0,0
78,92,100,1163,95,4,96,8017,20,136,136
78,90,100,96,100,0,97,6448,81,0,0
74,96,100,44,96,3,94,11942,80,8,8
79,92,100,2,98,1,64,72779,79,5,5
80,98,100,0,100,0,96,8033,80,0,0
63,93,99,5717,95,4,96,6878,82,4,4
74,89,100,0,92,7,94,13443,74,8,8
64,95,98,6416,92,7,94,12190,83,0,0
85,91,100,0,97,2,97,7352,14,83,83
56,92,83,30124,28,81,96,8122,82,0,0
78,93,100,2,99,0,95,10505,28,0,0
68,94,89,42722,41,65,97,6041,81,3,3
77,98,100,0,100,0,98,5856,77,0,0
81,95,100,0,94,5,98,4780,81,14,14
75,97,100,71,96,3,52,96777,27,6,6
78,88,100,187,100,0,96,8160,49,139,139
81,93,100,23,98,1,15,203830,64,2,2
82,94,100,14,100,0,95,10001,82,0,0
70,91,100,1,98,1,95,11697,70,1,1
82,90,100,72,100,0,93,14012,57,0,0
79,92,100,0,93,6,98,5401,79,13,13
81,99,100,0,94,5,99,3513,81,14,14
46,89,93,27641,26,73,90,20006,81,15,15
79,91,100,0,100,0,96,8617,79,0,0
82,90,100,17,100,0,96,8268,82,0,0
77,94,100,2,97,2,97,6598,82,7,7
76,93,100,12,90,9,73,54241,59,14,14
75,93,100,33,100,0,98,5432,52,0,0
82,92,100,0,97,2,98,4898,82,6,6
81,96,100,0,95,4,94,12971,81,48,48
78,95,100,0,97,2,97,6640,82,5,5
79,92,100,0,94,5,98,5391,79,13,13
78,96,100,477,97,2,98,4908,76,61,61
81,89,100,0,100,0,92,16630,81,165,165
67,90,100,479,95,4,95,11251,39,13,13
78,96,100,6,100,0,64,72748,78,0,0
81,93,100,1271,93,6,96,8000,40,21,21
78,95,100,30,97,2,94,12328,83,7,7
68,92,100,212,98,1,92,16479,81,0,0
55,92,62,31320,94,5,95,10846,80,0,0
77,96,100,11,98,1,97,6429,77,4,4
79,89,100,4,100,0,98,5867,79,0,0
74,94,100,12,94,5,98,5353,78,12,12
80,95,100,3104,96,3,98,4174,72,0,0
73,89,100,0,100,0,91,18181,73,60,60
75,98,100,7,94,5,95,11167,72,7,7
79,98,100,1,100,0,99,3768,79,2,2
82,92,100,880,95,4,96,8057,53,14,14
68,92,100,303,98,1,92,16517,81,0,0
82,98,100,0,100,0,96,8900,82,0,0
78,93,100,3,98,1,96,7693,78,3,3
74,96,100,227,100,0,98,5540,74,9,9
79,96,100,7,99,0,98,5382,81,1,1
76,90,100,5,99,0,97,5880,78,2,2
81,91,100,177,98,1,98,4982,81,27,27
70,97,88,47463,86,13,98,5276,81,5,5
81,98,100,0,100,0,99,2570,81,0,0
66,91,99,1306,97,2,96,8902,41,2,2
78,91,100,16,99,0,91,18024,79,0,0
82,93,100,11,100,0,95,9942,82,0,0
68,97,100,47,97,2,98,5296,77,7,7
80,93,100,0,100,0,96,8891,17,0,0
67,89,95,18346,51,48,94,10537,83,2,2
83,91,100,0,97,2,97,7285,7,94,94
77,95,100,0,96,3,97,6601,80,10,10
78,96,100,3,97,2,97,6699,82,30,30
82,98,100,2,100,0,97,6596,82,0,0
64,88,100,632,95,4,95,11271,27,14,14
81,95,100,0,100,0,98,5242,81,0,0
80,98,100,4,100,0,96,8152,80,0,0
74,90,100,0,94,5,91,19752,74,19,19
81,96,100,18,93,6,79,41946,81,0,0
70,95,100,252,100,0,97,6617,81,0,0
68,91,97,11241,74,25,95,10266,84,0,0
70,98,100,1143,100,0,98,4125,38,8,8
74,97,100,1102,98,1,98,4571,49,31,31
69,97,100,27,97,2,98,5281,78,6,6
82,98,100,0,100,0,95,11102,81,0,0
71,95,100,1624,93,6,91,17141,77,18,18
72,98,100,8,99,0,99,3915,72,22,22
82,94,100,17,98,1,98,4397,36,9,9
77,94,100,3,100,0,99,2419,38,0,0
77,98,100,3,97,2,95,11028,31,3,3
88,95,100,4,97,2,96,7814,88,8,8
82,90,100,399,98,1,96,8127,69,6,6
80,96,100,0,99,0,95,10745,58,0,0
79,95,100,90,100,0,98,5483,80,0,0
75,96,100,74,99,0,94,12780,77,0,0
82,93,100,0,100,0,78,43735,57,0,0
49,89,97,12021,36,86,96,7562,36,250,250
81,94,100,29,97,2,82,36789,81,36,36
77,92,100,2,99,0,95,10538,23,0,0
78,91,100,11,100,0,75,49412,8,0,0
82,98,100,0,100,0,97,6631,82,0,0
77,93,100,3163,96,3,98,4574,80,0,0
77,96,100,14,100,0,97,6361,77,0,0
71,89,97,12779,73,26,96,6782,84,0,0
81,95,100,0,100,0,98,5445,81,0,0
72,94,100,0,98,1,93,15449,72,35,35
81,97,100,0,100,0,96,9119,81,0,0
79,95,100,0,93,6,94,12645,79,15,15
70,89,100,779,98,1,95,9939,82,0,0
81,89,100,0,100,0,93,15541,81,0,0
43,86,96,13175,4,128,96,6291,19,366,366
81,99,100,0,97,2,99,3690,81,6,6
78,95,100,2,99,0,98,5474,79,0,0
79,93,100,4,100,0,99,2297,51,0,0
71,90,100,107,99,0,96,8971,20,0,0
79,94,100,0,100,0,54,91781,79,0,0
78,95,100,0,94,5,97,6578,78,15,15
71,92,100,0,100,0,91,19000,71,0,0
78,96,87,49535,78,21,97,5793,80,6,6
77,95,89,43915,74,25,97,6212,81,5,5
82,95,100,0,99,0,98,5406,82,0,0
80,92,100,0,97,2,88,23118,80,8,8
77,95,100,0,86,13,70,59436,81,21,21
82,97,100,0,100,0,54,92976,82,0,0
77,96,100,16,95,4,94,12381,80,13,13
83,92,100,0,100,0,6,230738,83,0,0
79,92,100,8,95,4,98,4601,49,16,16
71,92,100,61,98,1,98,5367,29,2,2
74,89,100,4,93,6,91,19722,75,24,24
83,93,100,7,100,0,18,198410,83,0,0
82,89,100,0,100,0,96,8182,82,0,0
81,94,100,0,98,1,57,87019,81,2,2
59,93,99,2866,94,5,95,9251,81,4,4
78,96,100,4,97,2,96,8078,78,4,4
73,98,100,0,100,0,99,2190,18,0,0
82,98,100,0,100,0,96,8815,82,0,0
77,91,100,19,99,0,94,12328,78,1,1
81,96,100,2,100,0,99,3187,81,0,0
81,95,100,0,100,0,96,8982,53,0,0
80,93,100,0,100,0,96,9125,39,0,0
77,90,100,0,94,5,90,20856,77,18,18
73,98,100,0,100,0,99,2979,16,0,0
75,93,100,34,98,1,94,12068,79,4,4
80,94,100,19,99,0,93,14638,30,9,9
82,91,100,73,99,0,94,13583,82,20,20
79,96,100,6,94,5,94,12537,80,14,14
78,95,100,0,94,5,97,6588,78,14,14
76,90,100,20,100,0,76,48650,14,0,0
79,95,100,0,99,0,95,10729,43,0,0
80,94,100,51,100,0,96,8424,80,0,0
78,86,100,135,99,0,98,5177,32,12,12
76,93,100,0,97,2,97,6088,79,5,5
72,92,100,54,100,0,98,5395,35,0,0
75,90,100,0,92,7,94,13317,75,9,9
64,94,98,9916,98,2,95,9105,75,0,0
72,98,100,0,96,3,97,6646,72,321,321
79,95,100,55,100,0,96,8507,79,0,0
67,90,100,594,94,6,94,13251,81,4,4
77,96,100,2,100,0,98,5842,77,0,0
82,89,100,34,100,0,97,6374,82,0,0
76,92,100,1,97,2,97,5997,80,6,6
80,91,100,16,100,0,98,5152,66,0,0
77,98,100,1,99,0,95,10956,11,1,1
82,92,100,3,97,2,88,23186,76,7,7
82,95,100,1,93,6,79,41385,82,7,7
73,90,100,50,98,1,98,5263,45,3,3
80,89,100,34,99,0,92,15697,82,0,0
69,89,100,0,99,0,95,11799,69,0,0
76,96,100,0,98,1,97,5964,79,4,4
74,89,100,51,98,1,98,5260,43,3,3
79,95,100,49,100,0,96,8523,79,0,0
55,92,66,31262,94,5,95,10113,80,0,0
78,98,100,0,100,0,99,2832,58,0,0
71,90,100,70,100,0,98,5334,21,0,0
75,87,100,55,99,0,98,5253,36,2,2
70,93,100,556,97,2,92,16572,80,2,2
66,92,97,12812,80,19,95,9314,78,0,0
79,95,100,68,100,0,98,5485,80,0,0
78,92,100,16,98,1,97,6524,82,4,4
78,96,100,153,100,0,82,37304,78,0,0
73,95,100,1602,93,6,91,16987,76,14,14
78,92,100,0,100,0,97,6197,78,0,0
78,91,100,0,99,0,97,7443,74,4,4
77,94,100,2122,97,2,98,4623,79,0,0
72,97,100,0,100,0,91,19680,72,0,0
82,95,100,19,98,1,98,4453,17,12,12
83,93,100,3,100,0,100,1639,83,0,0
77,91,100,1,95,4,98,4487,77,12,12
81,95,100,0,100,0,98,5261,81,0,0
79,92,100,0,95,4,98,5418,79,11,11
80,98,100,15,100,0,96,8215,80,0,0
80,89,100,0,100,0,91,17254,80,223,223
74,87,100,67,100,0,98,5293,21,0,0
65,90,100,1936,98,1,98,5875,73,4,4
68,97,100,101,97,2,98,5296,77,6,6
71,97,100,7,97,2,88,24426,71,8,8
64,90,94,22830,29,77,96,7530,83,0,0
83,98,100,0,100,0,95,10870,83,0,0
54,89,94,23785,35,64,92,16321,82,10,10
79,95,100,19,98,1,98,4415,23,18,18
81,94,100,0,100,0,98,5234,81,0,0
97,96,100,0,99,0,96,7621,97,7,7
75,95,100,0,98,1,90,20940,75,2,2
81,96,100,38,94,5,79,41331,81,0,0
77,91,100,1,95,4,98,4485,77,12,12
77,98,100,0,99,0,95,10933,5,0,0
81,97,100,0,100,0,96,8003,81,0,0
78,89,100,0,97,2,61,78313,78,6,6
83,95,100,0,100,0,27,170349,83,0,0
79,93,100,25,100,0,96,8594,79,0,0
80,89,100,84,98,1,94,13688,80,1,1
70,98,100,264,100,0,98,4001,63,20,20
77,90,100,2,100,0,97,6188,77,0,0
59,92,90,38945,47,52,93,14303,80,12,12
75,89,100,24,93,6,94,13548,75,6,6
82,89,100,0,100,0,98,5056,82,0,0
80,97,100,8,95,4,77,45201,80,0,0
82,93,100,29,100,0,93,14385,25,0,0
80,98,100,0,94,5,99,3601,80,15,15
80,97,100,52,100,0,97,6687,82,0,0
78,98,100,0,100,0,95,10950,14,0,0
75,96,100,190,100,0,98,5532,75,8,8
80,91,100,0,97,2,89,22322,80,6,6
80,93,92,13795,89,10,96,9239,83,6,6
81,95,100,0,94,6,98,4724,81,16,16
67,92,100,1167,96,3,91,17765,81,114,114
76,98,100,55,97,2,51,97635,37,5,5
72,95,100,177,97,2,97,6599,79,5,5
82,91,100,72,99,0,94,13575,82,21,21
81,93,100,42,100,0,96,8380,81,0,0
81,96,100,0,100,0,100,1112,81,0,0
70,93,100,41,97,2,98,5279,61,5,5
81,96,100,0,100,0,100,1038,81,0,0
80,95,100,0,98,1,98,5287,80,2,2
77,95,100,3,95,4,97,6527,77,12,12
81,89,100,0,100,0,96,9745,81,0,0
83,93,100,6,100,0,16,203069,83,0,0
76,93,100,0,97,2,97,6045,80,7,7
48,88,97,12197,29,96,96,7296,32,277,277
82,94,100,15,96,3,98,4675,30,16,16
81,95,100,3150,96,3,98,4259,81,1,1
82,95,100,0,100,0,98,5411,82,0,0
77,90,100,6,100,0,98,5805,67,0,0
77,95,100,3,87,12,71,57066,81,20,20
78,96,100,13,94,5,94,12429,80,13,13
82,91,100,0,100,0,98,5074,82,0,0
79,93,100,4,97,2,98,4331,79,7,7
83,92,100,0,100,0,97,6097,83,0,0
80,96,100,10,100,0,77,44991,80,0,0
79,92,100,0,100,0,96,8680,79,0,0
73,96,87,50843,71,28,96,7986,80,9,9
70,98,100,221,100,0,98,3995,64,21,21
83,92,100,0,99,0,97,7474,83,1,1
79,94,100,10,95,4,78,44127,63,0,0
82,92,100,4,100,0,95,9982,82,0,0
81,93,100,0,100,0,98,5152,81,0,0
79,96,100,7,99,0,98,5381,81,1,1
80,94,100,19,99,0,60,79946,80,1,1
79,93,100,0,100,0,96,8749,79,0,0
76,98,100,53,97,2,51,97467,39,5,5
81,91,100,0,96,3,89,22542,81,9,9
81,96,100,0,93,6,78,42783,81,0,0
71,97,100,360,100,0,98,5525,71,13,13
75,93,100,0,96,3,94,13022,75,3,3
60,94,99,3281,94,5,96,8584,69,56,56
82,90,100,11,100,0,96,8239,82,0,0
68,91,96,14267,70,29,95,8873,80,0,0
82,89,100,0,100,0,98,5029,82,0,0
77,94,100,17,100,0,98,5462,65,0,0
82,94,100,22,97,2,94,13326,82,56,56
77,93,100,0,93,6,94,12934,77,13,13
80,92,100,0,100,0,96,8880,13,0,0
70,91,100,827,98,1,95,10039,83,0,0
76,94,100,1321,94,5,92,16853,76,46,46
76,92,100,13,91,8,73,53910,57,14,14
73,94,100,289,100,0,98,5347,77,0,0
64,88,100,2600,97,2,98,5847,74,0,0
77,92,100,0,100,0,91,18268,77,146,146
79,88,100,32,100,0,98,5214,50,0,0
77,89,100,0,96,3,91,18526,77,129,129
82,93,100,29,99,0,88,25069,36,2,2
72,91,100,101,99,0,96,8911,36,0,0
77,98,100,1,98,1,95,10970,15,1,1
71,95,100,334,100,0,98,5377,74,4,4
72,96,100,0,99,0,91,19840,72,3,3
72,89,100,617,98,1,95,9901,81,0,0
78,98,100,21,99,0,75,49355,78,0,0
78,98,100,0,100,0,100,174,78,0,0
50,93,93,29658,69,30,95,10755,82,5,5
79,92,100,0,100,0,96,8834,7,0,0
83,98,100,5,100,0,97,6847,83,59,59
83,94,100,0,98,1,97,7011,42,47,47
80,93,100,285,97,2,98,4963,80,43,43
78,92,100,2,99,0,96,7587,78,1,1
74,92,100,17,98,1,94,12089,76,4,4
83,94,100,2,100,0,100,1538,83,0,0
72,92,100,367,98,1,95,11021,51,7,7
72,98,100,0,99,0,99,2837,4,0,0
77,89,100,57,99,0,92,16990,81,181,181
71,98,100,9,99,0,99,3940,71,23,23
77,96,100,2772,97,2,98,4184,59,0,0
69,89,100,0,100,0,94,11841,69,0,0
76,96,100,0,98,1,97,5960,79,4,4
81,97,100,5,97,2,97,6776,81,56,56
78,96,100,474,97,2,98,4909,76,61,61
81,92,100,17,100,0,93,14755,37,0,0
76,98,100,0,97,2,97,6686,76,207,207
80,95,100,0,100,0,98,5802,21,0,0
70,89,100,765,98,1,95,9935,82,0,0
80,92,100,0,100,0,98,5899,80,0,0
79,94,100,18,99,0,93,14677,32,11,11
81,95,100,0,100,0,98,5444,81,0,0
74,96,100,209,100,0,98,5536,74,9,9
68,93,100,979,97,2,91,18045,80,26,26
76,92,100,0,98,1,97,6112,79,4,4
78,98,100,0,100,0,98,5803,35,0,0
72,98,100,0,100,0,99,2816,2,0,0
93,94,100,0,99,0,97,7520,93,5,5
80,96,100,19,100,0,61,77989,80,0,0
82,92,100,50,98,1,94,13465,82,36,36
83,94,100,7,99,0,95,10180,79,0,0
78,98,100,10,100,0,67,66101,78,0,0
60,92,90,39375,48,51,93,14074,80,12,12
81,96,100,6,98,1,98,3972,81,3,3
79,97,100,124,97,2,81,38684,79,0,0
79,96,100,113,99,0,95,10849,73,2,2
81,97,100,0,100,0,96,7968,81,0,0
78,98,100,19,100,0,72,55589,78,0,0
82,91,100,70,99,0,94,13566,82,23,23
82,90,100,32,100,0,97,6434,82,0,0
76,91,100,248,100,0,96,8136,38,184,184
70,95,95,11367,98,1,95,9864,77,3,3
76,94,100,32,100,0,98,5312,54,0,0
79,95,100,0,100,0,98,5878,79,0,0
44,87,97,12653,12,119,96,6612,21,345,345
76,92,100,0,98,1,97,6109,79,4,4
79,96,100,6,94,5,94,12533,80,14,14
81,97,100,4,97,2,98,3855,81,7,7
79,95,100,2967,96,3,98,4178,67,0,0
79,93,100,3,100,0,75,50316,13,0,0
61,90,99,3021,96,3,97,6888,76,2,2
70,95,100,212,98,1,97,6603,80,3,3
75,94,100,2,97,2,95,10847,25,2,2
72,91,100,2940,96,3,98,5079,78,0,0
73,96,100,181,100,0,97,6708,81,27,27
70,90,99,7253,98,2,98,4785,82,0,0
77,91,100,23,100,0,77,45957,38,0,0
93,94,100,0,98,1,97,7461,61,42,42
82,94,100,15,98,1,98,4815,31,10,10
78,93,100,9,97,2,94,12465,78,6,6
80,95,100,13,100,0,98,5398,71,0,0
82,94,100,7,100,0,80,40639,82,0,0
74,95,100,116,96,3,97,6592,79,9,9
82,98,100,0,100,0,95,11093,77,0,0
83,98,100,4,100,0,97,6802,83,40,40
83,92,100,18,100,0,93,14712,36,0,0
81,89,100,35,99,0,97,6415,81,1,1
80,89,100,89,98,1,94,13701,80,1,1
80,98,100,6,100,0,96,8165,80,0,0
78,98,100,22,100,0,75,49688,78,0,0
81,97,100,0,100,0,99,2115,81,0,0
63,88,100,1090,96,3,95,10448,61,5,5
81,97,100,0,100,0,96,9152,81,0,0
80,94,100,0,97,2,98,5306,80,4,4
70,96,100,637,99,0,98,5622,71,14,14
79,95,100,5,99,0,65,70734,79,2,2
83,95,100,0,100,0,96,7720,83,0,0
81,89,100,92,99,0,94,13708,81,0,0
78,97,100,7,100,0,65,70857,78,0,0
75,89,100,4,93,6,93,13653,64,6,6
79,96,100,0,95,4,94,12663,79,11,11
79,92,100,5,97,2,96,8095,79,4,4
77,89,100,64,99,0,92,16968,81,173,173
78,97,100,1,100,0,100,310,78,0,0
73,88,99,720,99,0,96,8196,28,230,230
82,89,100,0,100,0,96,8292,82,0,0
75,90,100,29,99,0,77,46355,30,4,4
78,95,92,12357,99,0,95,9673,80,6,6
81,95,100,0,100,0,98,5268,81,0,0
82,93,100,35,99,0,88,25499,27,0,0
81,92,100,0,100,0,76,46620,32,0,0
72,96,100,7,98,1,98,4126,72,21,21
72,89,100,88,92,7,94,13490,74,7,7
75,95,100,15,98,1,98,5208,80,3,3
79,99,100,0,97,2,99,1685,79,7,7
81,99,100,0,95,4,99,3633,81,12,12
77,92,100,5,100,0,56,88634,77,0,0
79,97,100,127,97,2,81,38597,79,0,0
